A_16_P00012098;A_16_P15023799;A_16_P15023813;A_16_P15023836;A_16_P15023843;A_14_P131532;A_16_P00012149;A_14_P109987;A_14_P200978;A_14_P103853;A_14_P112059;A_14_P122888;A_14_P111843;A_16_P15418493;A_16_P15418510;A_14_P107166;A_16_P00237168;A_16_P15418631;A_16_P00237206;A_14_P124092;A_16_P00237249;A_16_P00237259;A_14_P127624;A_14_P107841;A_16_P15512931;A_16_P15512937;A_16_P15512956;A_16_P15512963;A_16_P00290583;A_16_P00290594;A_16_P00290615;A_14_P129004;A_16_P35533790;A_16_P15513075;A_16_P15513081;A_16_P35533809;A_16_P00290674;A_16_P15513144;A_16_P35533883;A_14_P123877;A_16_P15513212;A_16_P35533965;A_16_P15513272;A_16_P00290772;A_16_P35534058;A_16_P15513371;A_16_P35534124;A_16_P00290853;A_14_P135952;A_16_P35534205;A_16_P15513501;A_16_P15513518;A_16_P35534249;A_16_P15513555;A_16_P15513575;A_16_P15513598;A_16_P00290953;A_16_P15513633;A_14_P108181;A_16_P36099445;A_16_P16063932;A_14_P125106;A_16_P36099551;A_16_P16064025;A_16_P00610527;A_16_P16064071;A_14_P108675;A_14_P103765;A_16_P16132741;A_16_P00650496;A_16_P16132794;A_16_P16132824;A_16_P36170733;A_14_P126015;A_16_P16132870;A_16_P00650557;A_14_P115592;A_16_P36468740;A_16_P16422697;A_16_P00821859;A_16_P00821878;A_16_P00821889;A_14_P119288;A_16_P16422823;A_16_P16422836;A_16_P00821948;A_14_P126060;A_16_P36565813;A_16_P16518036;A_16_P36565860;A_16_P00879177;A_16_P16518096;A_16_P00879208;A_14_P108238;A_14_P128410;A_14_P113684;A_16_P00879251;A_14_P127878;A_16_P00975657;A_16_P00975660;A_14_P127882;A_16_P00975688;A_16_P36736582;A_16_P00975718;A_14_P111616;A_16_P36944427;A_14_P128280;A_16_P16888244;A_16_P36944525;A_16_P16888285;A_14_P123769;A_16_P16888336;A_14_P125611;A_16_P16888429;A_16_P16888438;A_16_P01096231;A_16_P01096258;A_14_P111004;A_14_P105607;A_16_P17153467;A_14_P123059;A_14_P200691;A_16_P17153589;A_16_P37214865;A_16_P01251876;A_16_P01251887;A_16_P17153679;A_16_P37412027;A_14_P139835;A_16_P01364221;A_14_P126063;A_16_P17346489;A_16_P17346508;A_14_P136371;A_16_P01553347;A_16_P17669754;A_14_P136940;A_16_P01553400;A_16_P17669839;A_14_P137574;A_16_P01553442;A_16_P01553465;A_14_P120450;A_16_P37744911;A_16_P17669997;A_14_P113477;A_16_P17670088;A_16_P01718015;A_16_P38034164;A_16_P17952309;A_16_P17952331;A_16_P17952351;A_16_P17952382;A_16_P01718103;A_14_P107057;A_16_P38034358;A_16_P17952505;A_16_P17952535;A_14_P102368;A_16_P17952602;A_16_P38034515;A_16_P01718265;A_14_P133869;A_16_P17952748;A_16_P01718353;A_16_P17952840;A_16_P38034765;A_14_P106592;A_16_P38110052;A_16_P01755074;A_14_P126618;A_16_P01755099;A_16_P18026172;A_16_P18026188;A_16_P18026211;A_16_P18026252;A_16_P18026273;A_14_P106866;A_16_P38110328;A_16_P38110346;A_16_P38110376;A_16_P18026432;A_14_P139917;A_16_P18026486;A_16_P01755326;A_16_P18026533;A_16_P18026557;A_14_P120023;A_16_P18026622;A_16_P18026641;A_16_P18026657;A_16_P01755422;A_14_P110312;A_16_P18026728;A_16_P18026761;A_16_P01773492;A_14_P139317;A_14_P129537;A_16_P18059225;A_14_P116511;A_16_P18083057;A_16_P18083085;A_14_P113351;A_16_P18083153;A_16_P38169401;A_16_P38169409;A_14_P102324;A_16_P38169458;A_16_P18083236;A_16_P01788006;A_16_P01788019;A_16_P01788038;A_16_P01788056;A_14_P137799;A_14_P101311;A_14_P119122;A_16_P18140952;A_16_P01822239;A_14_P113117;A_16_P01822272;A_14_P126051;A_14_P121749;A_16_P18141094;A_16_P18141117;A_16_P18141147;A_16_P18141162;A_14_P101856;A_16_P18141206;A_16_P01822372;A_16_P18141224;A_16_P38228998;A_16_P18141260;A_14_P125706;A_16_P18141281;A_16_P18141300;A_16_P38229079;A_14_P124829;A_16_P38373271;A_16_P01900777;A_16_P18281808;A_14_P139342;A_14_P117830;A_14_P129719;A_14_P129522;A_14_P130650;A_16_P18578387;A_14_P112983;A_16_P18578423;A_14_P102897;A_14_P103496;A_14_P127768;A_14_P118440;A_14_P112505;A_16_P39120944;A_16_P19010911;A_16_P39120996;A_16_P19010938;A_16_P19010968;A_14_P104130;A_16_P39121090;A_14_P105028;A_16_P39121122;A_14_P101020;A_16_P02359616;A_16_P19092427;A_16_P19092465;A_14_P135350;A_16_P39205559;A_14_P113992;A_16_P19092576;A_16_P39205631;A_16_P02359767;A_16_P19092647;A_14_P109832;A_16_P02359811;A_14_P106065;A_14_P132745;A_16_P02463962;A_14_P102675;A_14_P117958;A_14_P115342;A_16_P19390555;A_16_P39514806;A_14_P135711;A_16_P19390615;A_14_P133789;A_16_P19390637;A_16_P19390651;A_14_P114113;A_16_P39514953;A_14_P200324;A_16_P19441524;A_14_P123413;A_16_P19441577;A_16_P02561627;A_14_P115005;A_16_P19473698;A_16_P19473730;A_16_P19473759;A_14_P102190;A_16_P19473803;A_16_P39601175;A_16_P19473827;A_16_P19473849;A_16_P19473870;A_16_P02579847;A_16_P39601299;A_16_P02579874;A_16_P39601326;A_16_P19473983;A_16_P19473998;A_16_P02579913;A_16_P19474039;A_16_P39601427;A_16_P19474074;A_16_P19474087;A_16_P02579967;A_16_P39601519;A_16_P39601556;A_16_P19474198;A_16_P39601595;A_16_P19474250;A_16_P39601651;A_14_P126872;A_16_P19474346;A_16_P19474365;A_16_P19474373;A_16_P19474399;A_16_P02580171;A_16_P19474459;A_16_P19474494;A_16_P39601897;A_16_P19474528;A_16_P39601926;A_16_P19474557;A_16_P39601972;A_16_P19474595;A_16_P19474615;A_14_P126208;A_16_P02589520;A_16_P19490021;A_16_P19490060;A_14_P100435;A_14_P106292;A_14_P201137;A_16_P02626129;A_14_P135669;A_14_P135292;A_14_P131940;A_14_P114083;A_14_P137531;A_14_P132739;A_14_P133404;A_14_P118388;A_14_P108536;A_16_P19787251;A_16_P19787267;A_16_P19787300;A_16_P02762354;A_16_P19787345;A_16_P02762390;A_14_P100972;A_16_P39925721;A_14_P138465;A_16_P02762453;A_16_P02762463;A_16_P02762473;A_16_P19787539;A_14_P104811;A_16_P02773383;A_16_P19805883;A_16_P02773395;A_16_P19805908;A_16_P19805932;A_16_P19805949;A_14_P110907;A_16_P19805993;A_16_P39944767;A_16_P19806026;A_16_P39944810;A_16_P39944822;A_14_P111741;A_14_P124286;A_16_P02773526;A_16_P19806119;A_16_P39944901;A_16_P19806145;A_16_P19806161;A_16_P02773567;A_16_P02773577;A_16_P02773589;A_16_P19806231;A_14_P139049;A_14_P201024;A_14_P118250;A_14_P129198;A_14_P117688;A_14_P108902;A_16_P02990145;A_16_P02990154;A_14_P105663;A_16_P02990171;A_14_P138231;A_16_P03095336;A_16_P03095354;A_16_P20365224;A_16_P40519664;A_16_P03095390;A_16_P03095409;A_16_P03095417;A_14_P137108;A_16_P20365338;A_16_P20365362;A_16_P03095474;A_16_P20365421;A_16_P20365445;A_14_P127863;A_16_P03095546;A_16_P20365521;A_16_P20365541;A_16_P03095583;A_16_P03095602;A_16_P40520045;A_14_P136953;A_16_P20365683;A_16_P03095675;A_16_P20365751;A_16_P20365771;A_16_P20365783;A_16_P20365801;A_16_P03095744;A_14_P109468;A_16_P20365857;A_16_P03095791;A_14_P117711;A_16_P03095832;A_16_P03095850;A_16_P20366008;A_16_P20366028;A_16_P03095901;A_16_P20366109;A_16_P03095938;A_14_P120932;A_14_P107472;A_16_P20380444;A_16_P40536436;A_14_P120883;A_14_P128757;A_14_P123854;A_14_P104532;A_14_P122951;A_16_P20578481;A_14_P100302;A_16_P20622714;A_16_P20622736;A_16_P20622744;A_14_P104750;A_16_P20622761;A_16_P03231984;A_16_P20622784;A_14_P104446;A_16_P40791275;A_16_P03232018;A_14_P121459;A_16_P20622878;A_14_P127545;A_16_P20622944;A_16_P20623002;A_14_P129024;A_16_P03232143;A_16_P40791588;A_16_P20623112;A_16_P20623127;A_14_P108346;A_14_P200469;A_16_P40791682;A_16_P40791695;A_14_P126527;A_14_P117287;A_16_P40791755;A_16_P03232259;A_16_P03232266;A_16_P20623296;A_16_P03232295;A_14_P134602;A_16_P20623369;A_16_P40791935;A_16_P03242839;A_14_P121276;A_14_P114826;A_16_P20643178;A_14_P126019;A_14_P105233;A_14_P128518;A_16_P03291135;A_16_P20729813;A_16_P40904260;A_14_P128049;A_16_P40904311;A_14_P109665;A_16_P20729942;A_16_P40904360;A_16_P03291249;A_14_P133175;A_14_P127707;A_14_P103501;A_14_P107978;A_16_P21009342;A_16_P21009357;A_16_P03450716;A_14_P109831;A_14_P133345;A_14_P101866;A_16_P21123355;A_16_P03512637;A_14_P105797;A_16_P21123418;A_14_P111562;A_16_P21462951;A_14_P126705;A_14_P110286;A_14_P137340;A_14_P126777;A_14_P116918
0.381328435;0.147943573;0.376325333;-0.064995794;0.527307909;0.122132863;-0.326184584;0.541278884;0.174248893;-0.264922343;0.128577101;-0.162696749;0.075614624;0.147767947;0.10457707;-0.252222707;0.243612045;0.13248523;0.093914176;0.2993287;0.184711171;0.12941515;0.214087513;0.655740603;-0.126235473;-0.211705868;-0.083716826;-0.048478299;0.177728734;0.086075621;0.470354457;0.389398429;0.145798376;0.270136771;0.07631639;0.165378316;-0.100430459;0.074974845;0.061265126;0.200378576;0.074569506;0.056303241;0.139291749;0.229900879;0.228211716;-0.034540282;0.396677433;0.004459961;0.041084033;0.063291271;0.398183894;0.235398316;0.105912611;0.300987342;0.150953621;0.18969086;0.126548772;-0.11445577;0.177161403;0.239566516;0.27318153;0.1325319;0.424863032;0.167193403;0.09076876;0.270893137;0.487951113;0.35781575;0.276083109;0.17659191;0.464612866;0.213396859;0.549865559;0.314005446;0.276384065;0.382144075;-0.072332494;0.252530736;0.233274978;0.606932682;0.332796163;0.154356116;0.44943942;0.251701782;0.513761676;0.34844002;-0.072922956;0.210030969;0.211895004;0.302332081;0.574233304;0.401089663;0.177935247;0.570659247;0.179824597;0.601323646;0.508567506;0.237895474;-0.050415849;0.093374069;0.112369782;-0.11677331;0.160224771;0.05503667;0.247781224;0.175705053;0.011515941;-0.063048291;-0.121713788;0.15702779;-0.193484385;0.08331142;-0.427931997;0.052712478;0.069903763;-0.148248898;-0.103341291;0.01072342;0.022964053;0.036331332;-0.096363936;-0.297227789;0.242160402;-0.169946595;0.04182419;0.421853365;0.053870305;-0.219964204;0.177176805;0.072868416;0.195440998;-0.123098908;0.132195028;-0.003085637;0.203672779;0.129087316;0.063908319;0.139878778;-0.0616476;0.004974488;0.078859079;-0.044007716;0.174611102;0.375027905;0.100336518;0.106661135;-0.306719773;1.15265845;0.667830238;0.739285034;0.761031718;0.592949385;0.580020534;0.6157236;0.878723186;0.678131416;0.783258187;0.834235912;0.543767976;0.777692237;0.521772839;0.889700538;0.619356825;0.554760637;0.704484559;0.737395452;0.875345856;0.59996061;0.863032731;0.72266889;0.768344612;0.896555104;0.61345708;0.65949787;0.56523986;0.818687579;0.812343849;0.861137367;0.862078379;0.661880356;1.015989398;0.607514106;0.473306282;1.045674275;0.929645712;0.693318833;1.109089327;0.808359516;0.752105816;0.518735479;0.711203569;0.634741055;0.767842664;0.871973838;0.729144575;0.653446064;0.97357202;0.976093857;0.856438906;0.803779171;0.510798535;0.475374935;0.942001038;1.09031727;0.660009651;0.854226902;0.762367531;0.811173807;0.556801724;0.839202625;0.884294904;0.646780561;0.686171534;0.732800353;0.532294178;0.644004348;1.354470021;1.171030014;0.580195935;0.896218111;0.794173257;0.903461177;0.770623954;0.792450779;0.829975371;0.947455634;1.260271852;1.059684395;0.840853786;0.638605197;1.059859306;1.343333843;0.825014957;0.783450249;1.031050764;0.727119681;0.696788434;-0.44973946;-0.139095047;-0.383390006;-0.198225858;-0.502879477;0.01639986;-1.08564004;-1.520655196;-1.274430365;-1.174744431;-1.659753296;-1.463758571;-1.52485166;-1.557644872;-1.10446504;0.173518876;0.282097292;0.035061322;0.121014974;-0.009194123;-0.034522919;0.102246047;0.38513009;0.148111228;0.245836676;0.101813531;0.408346965;-0.157665603;0.017725364;-0.207371709;-0.094521266;-0.318683374;-0.309390715;-0.068417251;-0.189120392;-0.279291202;-0.179445119;0.119367637;0.056599635;-0.063102273;-0.031254585;-0.012300816;0.129690809;-0.137961193;0.089213477;0.124898933;0.073198954;0.074800898;-0.117513639;-0.235985297;0.084699768;0.148595118;-0.308628321;-0.233471971;0.88888544;-0.205311827;0.221324101;0.252906795;0.517603853;0.355397748;0.633853558;0.227513828;0.066664102;0.219041581;0.114420996;0.462514863;0.568725589;0.37712078;0.210431657;0.166342737;0.134624573;0.086242106;-0.076846415;0.073804545;-0.073057011;0.180106965;0.301029364;0.199809288;0.303142979;0.512771358;0.23977485;0.113497967;0.259672135;0.151888271;-0.048298911;-0.045642052;0.203759885;0.171936826;0.345992183;0.044462125;0.422516988;0.116224251;0.343633819;0.370220153;0.127031306;0.340614384;0.175983592;0.196971424;0.275056811;0.467483667;0.112648216;0.147948127;-0.135434976;0.422314566;0.507746823;0.141732198;0.137398694;0.159846595;0.592791019;0.039806547;0.071791437;0.162670698;0.252082486;0.230150782;0.813975162;0.196761628;0.508962502;-0.514858123;0.148116413;0.097386464;0.090652989;0.376969457;0.014261935;0.263891381;-0.027519439;0.549199203;0.166905275;0.307051832;-0.036728534;0.067314139;0.100584058;0.147150103;-0.642017361;-0.52941517;-0.568767743;-0.541461228;-0.593474857;-0.360503438;-0.407298422;-0.395489845;-0.517121903;-0.590942064;-0.418267535;-0.554990609;-0.58285036;-0.394460793;-0.404397991;-0.436983955;-0.487629207;-0.941907021;-0.690305464;-0.417183012;-0.661709504;-0.581176891;-0.411635894;-0.701254436;-0.858660299;-0.715617427;-0.544616455;-0.48226152;0.61957121;0.141744807;-0.096100164;-0.152835231;-0.178221773;-0.058581147;0.306511774;-0.002162513;-0.168684955;0.072759843;0.144222152;-0.091997996;-0.054220767;-0.232249694;0.131553697;-0.315688538;0.10455306;-0.005147212;-0.008068508;-0.085251222;-0.231332886;0.166801644;-0.020444175;-0.122086097;0.150630265;0.07173295;0.064684349;-0.319410521;0.262989783;-0.393326983;-0.124640276;0.041391484;-0.105446239;0.152091132;0.02117534;0.146470678;-0.168809465;-0.246045723;-0.289170452;0.005809341;-0.178561715;0.061460745;-0.018794238;-0.177611378;0.038127296;0.052336565;-0.302880269;-0.00903778;-0.015438721;-0.041333228;-0.731288928;0.082272362;0.098119115;-0.102952489;-0.151347208;0.039871883;0.344299975;-0.04822369;0.101637332;-0.210759537;-0.004136349;0.020667283;-0.282246919;-0.206398482;-0.009175468;0.075261806;0.448508689;-0.362222381;-0.00183346;0.185624415;0.169339911;-0.20191457;-0.06837507;0.028793443;-0.110188728;-0.070370436;-0.082764148;0.01699903;-0.216952498;0.199890034;-0.16989908;-0.122373518;-0.29661383;-0.31897419;-0.588117034;-0.03030646;-0.152889917;0.107568923;-0.018902128;-0.123938974;0.156277106;-0.103613235;-0.197916125;-0.138908257;0.175994507;-0.145654897;-0.311519431;-0.241574239;0.365640948;0.110074106;-0.278349006;-0.136482981;-0.202422155;-0.094090546;0.059451802;0.077409316;-0.103773551;-0.024673291;-0.048640582;0.011091875;0.272762366;0.209241744;-0.245730796;0.431690755;0.093278377;-0.697992077;-0.405038391;0.212270584;-0.274830849;0.124684911;-0.178698586;0.432365012;0.63302708;0.232054322;0.737585553;0.435310921;0.504511219
-0.195046008;-0.043229953;-0.061149672;0.023252472;-0.147036764;0.333037732;-0.181766624;-0.082864316;-0.18704157;0.118456514;0.419378323;0.138820672;0.270019843;-0.091464975;0.02758293;-0.316252937;-0.101949216;0.352023846;-0.006466228;-0.032742301;-0.102503102;-0.295293192;0.051152362;-0.338205416;0.006095114;0.164185639;-0.351611036;0.290377346;-0.131874827;0.060932269;-0.303174643;0.324088788;-0.18529129;-0.086291749;0.328780893;0.386776438;-0.120268065;-0.141300768;0.144482509;-0.092698437;0.020345916;-0.19474005;0.57780776;-0.011897547;0.022793032;0.134301644;-0.104137481;0.176639926;0.363787461;-0.047931869;-0.063637553;-0.24607659;-0.12238042;0.29235216;-0.019127275;-0.06308347;0.009168046;0.205467976;-0.21703813;0.182975122;0.095369497;0.205315959;-0.132238422;0.357774176;0.190524893;0.182676487;-0.240346311;-0.593382432;0.038702931;-0.082967986;-0.090589614;-0.116027876;-0.102676041;0.047738446;0.100178664;-0.194389081;0.213979693;0.199614533;0.091345574;0.277804788;-0.131405003;0.142540666;0.143435263;-0.25583577;-0.000150192;0.158447073;0.357023469;-0.069165109;0.062331132;0.381461562;0.101051277;-0.064141224;0.125126707;-0.388396449;0.29220234;-0.181334751;-0.200170086;0.254600763;-0.041682389;0.021320003;-0.060436888;-0.034441772;-0.545622303;-0.194462776;-0.133684722;-0.130408465;0.35606476;-0.045832583;-0.086665428;-0.222858174;-0.183070103;0.176306611;0.099127434;0.145790904;0.048525098;0.336841458;-0.014510815;0.128696801;0.282198165;-0.256230671;0.23616698;0.259537032;0.089174624;0.39945692;0.3727591;-0.507116171;0.084918666;0.19152048;0.037664567;0.229861365;0.076224205;-0.148131561;-0.231724941;0.335226741;-0.094534873;-0.004597733;0.50868389;-0.307022746;0.024982454;0.369285182;0.145717561;0.079574372;0.20335916;0.023713116;-0.238525196;-0.02725699;0.040350632;4.972696511;5.264344569;5.196703217;5.533129588;5.332844118;5.056421552;5.194964249;4.737784997;4.754475695;5.154034248;5.148835606;4.492386706;5.391250309;5.184491897;5.198704098;5.248285602;5.02683067;5.076131817;4.995865048;5.274079736;5.294082041;0.553707175;0.995436114;0.90073258;0.262115909;0.688535551;0.869573717;0.561876897;0.615777624;0.448005275;0.561202633;0.396424159;0.438424208;0.424179084;0.676306982;-0.196097292;0.608677658;0.58211247;0.423053093;0.132015116;0.446377892;0.483773069;0.426146617;0.60462103;0.602144567;0.520580964;0.587226629;0.542898103;0.364078091;0.400800868;0.488992293;0.538220677;0.081537646;0.856652028;0.43128988;0.410098389;0.349955812;0.7397518;0.338440714;0.551641945;0.29438334;0.727471492;0.125959047;0.56956379;0.533580803;0.107716479;0.822645535;0.910368826;0.302924493;0.258621742;0.305460065;0.478053442;0.879724851;0.439976002;0.325615733;0.664669156;0.394647745;0.560613816;0.326080338;-0.157657162;0.364937197;0.753201809;0.764987065;0.470434034;0.130829749;0.511517404;0.906795652;0.267312349;0.504542364;0.523715761;-0.109934912;0.240325675;0.132191329;0.302673376;0.029247314;-0.347476447;-0.113364554;0.063404701;0.091465829;0.043568407;0.176608063;0.111157817;0.147422131;0.435318785;-0.01506057;-0.603830767;-0.995414175;-0.670863582;-1.217542082;-0.631248918;-0.994038204;-0.414010746;-0.800401776;-0.469100428;-1.220146273;-0.896585311;-1.272580243;-1.05739641;-0.680903421;-0.775615819;-0.84469767;-0.80191426;-0.35921297;-0.758058963;-0.574699411;-0.79174945;-0.37481654;-0.970627469;-0.844297008;-0.235024965;-0.103701022;-0.114776964;-0.008743265;0.174774932;-0.306592994;-0.002054136;0.287280878;-0.01896854;0.112015;-0.090541106;-0.34658835;-0.242545588;-0.626876128;-0.026307717;-0.811362058;0.076149639;0.419088832;0.361522998;0.221222941;0.064512302;-0.442304332;-0.111014702;0.054323036;-0.012800717;-0.122883527;0.028097137;-0.616164083;-0.187691963;-0.373327568;-0.162830141;0.373685732;0.063819264;0.172240449;-0.198420058;-0.283292829;0.380265825;-0.17747165;-0.096780584;-0.137242407;-0.233373411;-0.311147805;-0.346711895;0.206673866;-0.02090971;0.10584024;-0.187979373;0.276373142;-0.010177673;-0.028592323;-0.092369556;0.11601847;0.3652249;-0.088098528;0.194111703;-0.448000404;-0.057770555;-0.03118161;0.094009145;0.093044577;0.257154551;-0.113180305;0.427016616;-0.275346164;-0.206975225;-0.183114358;0.313603408;0.495980062;0.049382081;0.096347465;0.085037305;-0.049600929;3.892245415;3.724403586;3.555693868;-0.542608038;0.37098648;0.16629404;0.225797946;-0.117368913;0.165353842;0.105051378;0.034200576;-0.020840608;-0.026487836;0.066760035;-0.457404955;-0.008521359;-0.240257528;0.195907166;0.114023339;-0.142287628;-0.200522895;-0.170313133;0.155718069;0.140892537;-0.097731571;0.057171275;0.172389849;0.060723178;-0.008406863;-0.053111093;0.394780089;-0.102927108;-0.221166135;0.303998642;0.063305679;-0.032103932;-0.61466839;0.11779904;0.291136541;0.208039442;-0.310617129;-0.216515768;0.065393528;-0.249534304;0.462506103;0.511923536;-0.106050871;0.005854813;-0.010475079;0.035294075;-0.088506837;-0.662085677;0.257651782;-0.022409436;0.063348812;-1.019285924;-0.962212092;-0.955552543;-0.792029866;-0.677074284;-0.731956655;-0.997762981;-0.586974837;-0.709085181;-0.814268861;-0.593641714;-1.196741468;-0.911577245;-0.530519483;-0.735816292;-1.065164467;-0.804649274;-0.574147823;-0.968874419;-0.697136254;-0.859706887;-0.668087345;-1.056685801;-0.804942685;-1.125009376;-1.14428555;-0.864345482;-1.274412365;-0.849423759;-0.899887614;-0.463406026;-0.712321129;-1.053527325;-1.218788846;-0.831874482;-0.826678042;-1.123209845;0.149783703;-1.461547902;-0.638403638;-0.249738816;0.027209504;0.149603711;0.108161209;-0.288438143;0.213903822;-0.479335151;0.239157397;0.007446956;-0.022620886;-0.148822199;0.093407301;0.076912798;-0.02187259;0.102475086;0.021171166;-0.319631917;0.424758046;0.201092039;-0.358952403;-0.44307582;0.144183877;0.08771793;0.147844611;-0.099251755;0.119063388;-0.024230475;0.206430411;0.349293611;0.203405182;-0.190678331;-0.148372721;-0.079040538;-0.66600157;0.01831357;-0.008786743;-0.108134987;0.570896643;-0.359684443;0.248965118;0.381326807;-0.162343198;-0.119159402;0.18653732;0.067483791;0.251983478;-0.318925424;0.062688798;0.142474268;0.550357608;0.420285608;0.508672186;0.437304012;0.621802852;0.931476906;0.548122129;0.431065005;0.147040204;0.550273334;0.514020316;0.11656618;-0.190378395;0.42777503;-0.116653885;-0.251278759;-0.005776485;-0.032882695;0.109633451;-0.344669299;0.779016689;0.227904337;-0.187586525;0.017235322;-0.04528466;-0.23691034;0.222544084;-0.301458281;-0.013652129;0.631935878;-0.149427494;0.029107638
